Protein ID,Annotation,# proteins in the group,# Unique peptides, P-Value HF:PG_Pyr,Fold change PG_Pyr/HF,Fold change HF/PG_Pyr, P-Value HF:PG_Pyr_Xyl:,Fold changePG_Pyr_Xyl/HF,Fold change HF/PG_Pyr_Xyl, P-Value HF:WT,Fold change WT/HF,Fold change HF/WT,P-Value PG_Pyr/PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/ PG_Pyr,Fold change PG_Pyr/ PG_Pyr_Xyl,P-Value PG_Pyr:WT,Fold change WT/ PG_Pyr,Fold change PG_Pyr/WT,P-Value PG_Pyr_Xyl:WT,Fold change WT/ PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/WT,HF1a,HF1b,HF1c,PG1-pyr,PG2-pyr,PG5-pyr,PG1-pyrXyl,PG2-pyrXyl,PG5-pyrXyl,WTa,WTb,WTc
U5M8F8,U5M8F8_ECOLI N-acetyl-gamma-glutamyl-phosphate reductase OS=Escherichia coli C321.deltaA GN=argC PE=3 SV=1,1,9,0.65433,1.4,0.7,0.21875,2.2,0.5,0.35715,1.8,0.6,0.36469,1.6,0.6,0.62295,1.3,0.8,0.32206,0.8,1.2,4.97E+09,3.03E+10,1.44E+10,8.93E+09,3.92E+10,1.66E+10,2.46E+10,3.01E+10,2.97E+10,2.66E+10,2.74E+10,1.65E+10
U5M4C0,U5M4C0_ECOLI Phosphorylase OS=Escherichia coli C321.deltaA GN=glgP PE=3 SV=1,1,20,0.65601,0.7,1.3,0.47525,0.5,2.1,0.16302,0.6,1.8,0.70902,0.7,1.5,0.68135,0.8,1.3,0.87920,1.2,0.9,3.03E+10,1.33E+10,1.92E+10,3.46E+10,4.95E+09,1.85E+10,1.92E+10,1.67E+09,2.79E+10,7.23E+09,1.18E+10,1.63E+10
U5LYJ8,"U5LYJ8_ECOLI 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Escherichia coli C321.deltaA GN=dapD PE=3 SV=1",1,16,0.65609,0.9,1.1,0.00045,1.6,0.6,0.05538,0.8,1.3,0.00974,1.7,0.6,0.23447,0.8,1.2,0.00154,0.5,2.1,2.01E+11,2.06E+11,1.86E+11,2.31E+11,1.61E+11,1.76E+11,2.97E+11,3.23E+11,3.30E+11,1.29E+11,1.68E+11,1.68E+11
U5LXS0,U5LXS0_ECOLI Translation initiation factor IF-1 OS=Escherichia coli C321.deltaA GN=infA PE=3 SV=1,1,3,0.65832,0.9,1.2,0.38100,1.5,0.7,0.77837,0.9,1.1,0.11393,1.7,0.6,0.76095,1.0,1.0,0.16369,0.6,1.6,2.52E+10,6.54E+10,5.45E+10,3.77E+10,4.48E+10,3.46E+10,9.91E+10,4.23E+10,6.62E+10,5.10E+10,4.02E+10,3.29E+10
U5LZ99,U5LZ99_ECOLI YebV OS=Escherichia coli C321.deltaA GN=yebV PE=4 SV=1,1,4,0.65841,0.8,1.2,0.91782,1.0,1.0,0.08519,0.4,2.4,0.59390,1.3,0.8,0.19404,0.5,2.0,0.07357,0.4,2.5,2.83E+10,6.95E+10,5.44E+10,2.21E+10,3.76E+10,6.99E+10,3.41E+10,8.20E+10,4.32E+10,2.40E+10,2.81E+10,1.14E+10
U5LYS8,U5LYS8_ECOLI Phosphoheptose isomerase OS=Escherichia coli C321.deltaA GN=gmhA PE=3 SV=1,1,9,0.65901,1.1,0.9,0.46985,1.2,0.9,0.46829,0.8,1.2,0.59674,1.1,0.9,0.16120,0.7,1.3,0.08275,0.7,1.4,4.61E+10,9.05E+10,6.75E+10,8.58E+10,6.31E+10,7.07E+10,7.29E+10,8.32E+10,7.47E+10,6.46E+10,6.03E+10,4.01E+10
U5LWF2,U5LWF2_ECOLI UvrABC system protein B OS=Escherichia coli C321.deltaA GN=uvrB PE=3 SV=1,1,8,0.65937,0.9,1.1,0.54848,0.7,1.4,0.48854,0.8,1.3,0.66194,0.8,1.2,0.59441,0.9,1.1,0.83291,1.1,0.9,8.49E+09,1.99E+10,1.42E+10,1.12E+10,1.36E+10,1.09E+10,1.29E+10,3.87E+09,1.73E+10,1.31E+10,1.22E+10,7.53E+09
U5M9Q9,U5M9Q9_ECOLI 2':3'-cyclic-nucleotide 2'-phosphodiesterase OS=Escherichia coli C321.deltaA GN=cpdB PE=3 SV=1,1,11,0.65966,1.1,0.9,0.31286,1.2,0.8,0.44859,0.8,1.2,0.21140,1.1,0.9,0.15809,0.8,1.3,0.07572,0.7,1.4,2.08E+10,3.51E+10,2.50E+10,2.72E+10,3.07E+10,2.73E+10,3.17E+10,2.85E+10,3.62E+10,2.58E+10,2.50E+10,1.68E+10
U5M147,"U5M147_ECOLI tRNA mC32,mU32 2'-O-methyltransferase, SAM-dependent OS=Escherichia coli C321.deltaA GN=trmJ PE=4 SV=1",1,7,0.65979,0.9,1.2,0.82888,0.9,1.1,0.40378,0.7,1.5,0.69633,1.1,0.9,0.51631,0.8,1.3,0.40143,0.7,1.4,1.18E+10,2.52E+10,2.89E+10,2.33E+10,1.64E+10,1.45E+10,1.98E+10,1.53E+10,2.31E+10,1.54E+10,2.29E+10,7.01E+09
U5M190,U5M190_ECOLI Acetate kinase OS=Escherichia coli C321.deltaA GN=ackA PE=3 SV=1,1,16,0.66033,1.2,0.8,0.74420,1.2,0.9,0.69644,0.8,1.2,0.88912,1.0,1.0,0.30331,0.7,1.5,0.38343,0.7,1.4,5.06E+10,1.51E+11,1.63E+11,1.87E+11,1.38E+11,8.94E+10,1.78E+11,7.84E+10,1.43E+11,1.27E+11,1.03E+11,5.33E+10
U5M493,U5M493_ECOLI ATP synthase subunit alpha OS=Escherichia coli C321.deltaA GN=atpA PE=3 SV=1,1,32,0.66303,0.9,1.2,0.38546,1.3,0.8,0.01865,2.5,0.4,0.19011,1.5,0.7,0.01175,3.0,0.3,0.00207,2.0,0.5,1.20E+11,2.57E+11,2.29E+11,2.38E+11,1.04E+11,1.77E+11,2.08E+11,2.73E+11,2.59E+11,4.91E+11,5.21E+11,4.43E+11
U5LYN8,"U5LYN8_ECOLI Lysine decarboxylase 2, constitutive OS=Escherichia coli C321.deltaA GN=ldcC PE=4 SV=1",1,4,0.66444,1.3,0.8,0.81813,1.2,0.8,0.37841,0.6,1.7,0.87583,0.9,1.1,0.02819,0.5,2.2,0.22948,0.5,2.0,5.24E+08,2.64E+09,2.25E+09,1.91E+09,2.65E+09,1.34E+09,9.47E+08,4.43E+09,1.24E+09,1.09E+09,7.19E+08,8.28E+08
U5M1E7,U5M1E7_ECOLI Peptidyl-tRNA hydrolase OS=Escherichia coli C321.deltaA GN=pth PE=3 SV=1,1,7,0.66620,1.4,0.7,0.42813,1.8,0.5,0.30733,2.4,0.4,0.48246,1.3,0.8,0.30350,1.7,0.6,0.45404,1.3,0.8,1.41E+09,1.25E+10,8.62E+09,4.24E+09,8.02E+09,1.25E+10,1.09E+10,8.10E+09,1.03E+10,2.24E+10,1.19E+10,7.68E+09
U5M770,U5M770_ECOLI YheO OS=Escherichia coli C321.deltaA GN=yheO PE=4 SV=1,1,9,0.66677,1.1,0.9,0.09305,1.3,0.8,0.00555,0.6,1.8,0.36054,1.2,0.8,0.01448,0.5,1.9,0.00126,0.4,2.3,1.45E+10,1.91E+10,1.78E+10,2.45E+10,1.56E+10,1.62E+10,2.37E+10,1.87E+10,2.32E+10,9.07E+09,1.09E+10,8.67E+09
U5M4R0,U5M4R0_ECOLI Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli C321.deltaA GN=gpsA PE=3 SV=1,2,5,0.66696,1.2,0.8,0.55144,1.4,0.7,0.88436,0.9,1.1,0.80019,1.1,0.9,0.41234,0.8,1.3,0.36115,0.7,1.5,3.04E+09,9.13E+09,9.47E+09,1.38E+10,5.38E+09,6.80E+09,5.07E+09,1.84E+10,7.93E+09,5.09E+09,7.40E+09,5.82E+09
U5LYA8,U5LYA8_ECOLI 3-oxoacyl-[acyl-carrier-protein] synthase 3 OS=Escherichia coli C321.deltaA GN=fabH PE=3 SV=1,1,8,0.66776,1.2,0.8,0.32220,1.6,0.6,0.97931,1.0,1.0,0.16814,1.3,0.8,0.38568,0.8,1.2,0.08226,0.6,1.6,1.61E+10,5.64E+10,3.97E+10,4.78E+10,3.26E+10,3.97E+10,4.64E+10,4.56E+10,6.35E+10,4.06E+10,3.61E+10,2.37E+10
U5M0V0,U5M0V0_ECOLI Putative DNA-binding transcriptional regulator OS=Escherichia coli C321.deltaA GN=yeiE PE=4 SV=1,1,1,0.66912,0.6,1.7,0.80775,1.4,0.7,0.91811,0.8,1.2,0.40922,2.3,0.4,0.79507,1.4,0.7,0.73754,0.6,1.6,5.73E+07,1.23E+09,1.03E+09,1.19E+08,2.50E+08,5.50E+08,1.02E+09,1.23E+08,1.56E+09,9.63E+08,1.25E+09,3.72E+07
U5M1S4,U5M1S4_ECOLI Succinyl-diaminopimelate desuccinylase OS=Escherichia coli C321.deltaA GN=dapE PE=3 SV=1,1,3,0.66916,0.8,1.3,0.45425,1.5,0.7,0.16166,2.3,0.4,0.07418,1.9,0.5,0.01442,3.0,0.3,0.04980,1.5,0.6,7.28E+08,3.27E+09,2.95E+09,2.42E+09,1.27E+09,1.08E+09,3.62E+09,2.36E+09,2.85E+09,4.24E+09,5.37E+09,3.91E+09
U5M3L0,U5M3L0_ECOLI Leucine transporter subunit OS=Escherichia coli C321.deltaA GN=livK PE=4 SV=1,1,14,0.66927,1.1,0.9,0.73323,1.1,0.9,0.00027,3.9,0.3,0.97113,1.0,1.0,0.00074,3.6,0.3,0.00127,3.7,0.3,4.23E+10,5.85E+10,4.77E+10,4.33E+10,6.63E+10,5.09E+10,4.62E+10,7.03E+10,4.41E+10,1.86E+11,1.76E+11,2.17E+11
U5M3Y1,U5M3Y1_ECOLI Galactitol-specific enzyme IIB component of PTS OS=Escherichia coli C321.deltaA GN=gatB PE=4 SV=1,1,6,0.66980,1.3,0.8,0.68643,0.9,1.1,0.00074,14.7,0.1,0.47964,0.7,1.5,0.00668,11.5,0.1,0.00014,16.8,0.1,2.61E+10,6.54E+10,4.43E+10,3.20E+10,1.35E+11,3.64E+10,2.65E+10,4.22E+10,4.48E+10,7.20E+11,6.59E+11,5.01E+11
U5LW05,U5LW05_ECOLI Putative lyase OS=Escherichia coli C321.deltaA GN=yaeR PE=4 SV=1,1,2,0.66985,0.0,57.2,0.77840,14.1,0.1,0.55045,0.0,177.6,0.52956,804.4,0.0,0.90582,0.3,3.1,0.43207,0.0,2497.0,1.00E+00,2.12E+07,8.58E+06,1.00E+00,1.00E+00,9.73E+08,3.81E+09,1.33E+08,1.00E+00,3.25E+07,1.00E+00,1.00E+00
U5LZ88,U5LZ88_ECOLI Peptidyl-prolyl cis-trans isomerase OS=Escherichia coli C321.deltaA GN=ppiB PE=3 SV=1,1,10,0.67041,1.1,0.9,0.45809,1.2,0.8,0.69692,0.9,1.1,0.49311,1.1,0.9,0.33066,0.8,1.3,0.19687,0.7,1.4,1.00E+11,2.26E+11,1.79E+11,1.98E+11,1.49E+11,1.96E+11,2.21E+11,1.73E+11,1.97E+11,2.05E+11,1.32E+11,1.00E+11
U5M0T1,U5M0T1_ECOLI Acyl carrier protein OS=Escherichia coli C321.deltaA GN=acpP PE=1 SV=1,1,6,0.67105,1.1,0.9,0.55698,1.1,0.9,0.35466,0.8,1.2,0.71442,1.0,1.0,0.05485,0.8,1.3,0.03675,0.7,1.3,7.23E+11,1.15E+12,1.16E+12,1.17E+12,9.67E+11,1.07E+12,1.06E+12,1.21E+12,1.03E+12,9.61E+11,7.81E+11,7.42E+11
U5M664,U5M664_ECOLI ATP-dependent RNA helicase DeaD OS=Escherichia coli C321.deltaA GN=deaD PE=3 SV=1,1,5,0.67169,0.8,1.2,0.30773,0.4,2.6,0.27128,1.7,0.6,0.38961,0.5,2.1,0.08710,2.1,0.5,0.11820,4.6,0.2,6.66E+08,9.72E+08,2.40E+09,6.89E+08,1.60E+09,7.46E+08,1.07E+09,1.02E+08,7.82E+08,1.82E+09,2.99E+09,1.49E+09
U5LX28,U5LX28_ECOLI Multicopy suppressor of secY and secA OS=Escherichia coli C321.deltaA GN=msyB PE=4 SV=1,1,2,0.67222,0.9,1.2,0.06576,0.4,2.5,0.18099,0.6,1.8,0.14739,0.5,2.2,0.36293,0.6,1.5,0.50824,1.4,0.7,6.52E+09,5.44E+09,9.67E+09,1.03E+10,3.97E+09,5.37E+09,1.69E+09,5.10E+09,2.54E+09,2.10E+09,4.51E+09,6.20E+09
U5M3I1,U5M3I1_ECOLI Lipoprotein OS=Escherichia coli C321.deltaA GN=yedD PE=4 SV=1,1,9,0.67865,0.9,1.1,0.02365,1.7,0.6,0.15945,0.8,1.3,0.01774,1.9,0.5,0.36913,0.8,1.2,0.00024,0.4,2.3,4.12E+10,6.72E+10,4.64E+10,5.48E+10,3.33E+10,5.25E+10,9.74E+10,8.18E+10,8.54E+10,3.62E+10,4.15E+10,3.88E+10
U5LWP3,U5LWP3_ECOLI Nucleoid-associated protein YbaB OS=Escherichia coli C321.deltaA GN=ybaB PE=3 SV=1,1,4,0.68159,1.1,0.9,0.00525,1.2,0.8,0.10942,1.2,0.9,0.66206,1.1,0.9,0.75485,1.1,0.9,0.76914,1.0,1.0,3.39E+10,3.22E+10,3.55E+10,5.11E+10,2.60E+10,3.79E+10,3.94E+10,4.17E+10,4.05E+10,3.57E+10,4.53E+10,3.84E+10
U5M5N0,U5M5N0_ECOLI Protein-L-isoaspartate O-methyltransferase OS=Escherichia coli C321.deltaA GN=pcm PE=3 SV=1,1,2,0.68210,0.9,1.1,0.15716,1.6,0.6,0.00287,18.0,0.1,0.10677,1.7,0.6,0.00252,19.4,0.1,0.00749,11.4,0.1,1.92E+09,2.96E+09,2.32E+09,2.71E+09,2.06E+09,1.90E+09,2.52E+09,3.67E+09,5.67E+09,9.04E+10,4.14E+10,2.07E+10
U5M039,U5M039_ECOLI DNA-binding response regulator in two-component regulatory system with NarQ or NarX OS=Escherichia coli C321.deltaA GN=narP PE=4 SV=1,1,2,0.68217,1.1,1.0,0.44090,1.3,0.8,0.04274,1.3,0.8,0.54663,1.2,0.8,0.19743,1.2,0.8,0.93091,1.0,1.0,1.71E+09,1.41E+09,1.57E+09,1.62E+09,1.96E+09,1.38E+09,2.37E+09,3.00E+09,1.14E+09,1.95E+09,1.78E+09,2.14E+09
U5M1A8,U5M1A8_ECOLI Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Escherichia coli C321.deltaA GN=accD PE=3 SV=1,1,12,0.68248,0.9,1.1,0.41141,0.8,1.2,0.48309,0.9,1.2,0.72716,0.9,1.1,0.84548,1.0,1.0,0.82852,1.0,1.0,2.84E+10,4.71E+10,4.71E+10,4.94E+10,3.56E+10,2.56E+10,4.07E+10,2.54E+10,3.36E+10,4.26E+10,2.92E+10,3.15E+10
U5LXN1,U5LXN1_ECOLI Glutathione S-transferase OS=Escherichia coli C321.deltaA GN=gstB PE=3 SV=1,1,7,0.68285,1.3,0.8,0.86917,1.1,0.9,0.88513,0.9,1.1,0.66693,0.9,1.2,0.49538,0.7,1.4,0.69544,0.8,1.2,1.06E+10,6.62E+10,3.51E+10,3.30E+10,5.59E+10,2.84E+10,5.29E+10,2.61E+10,2.43E+10,5.49E+10,2.66E+10,1.22E+10
U5M480,U5M480_ECOLI Probable malate:quinone oxidoreductase OS=Escherichia coli C321.deltaA GN=mqo PE=3 SV=1,1,4,0.68386,0.7,1.3,0.82190,1.1,0.9,0.00093,11.5,0.1,0.62646,1.5,0.7,0.01459,15.3,0.1,0.00843,10.2,0.1,1.44E+09,1.97E+09,1.01E+09,7.96E+08,3.55E+09,4.22E+08,3.78E+09,1.14E+09,9.28E+08,2.17E+10,1.11E+10,1.79E+10
U5M0F3,U5M0F3_ECOLI Holliday junction ATP-dependent DNA helicase RuvB OS=Escherichia coli C321.deltaA GN=ruvB PE=3 SV=1,1,1,0.68443,27.6,0.0,0.37390,0.0,352.3,0.53091,277.2,0.0,0.12932,0.0,9739.7,0.77386,10.0,0.1,0.11616,97656.3,0.0,1.00E+00,4.37E+07,1.00E+00,1.00E+00,7.68E+04,1.20E+07,1.00E+00,1.00E+00,1.00E+00,3.66E+07,2.55E+07,1.00E+00
U5M435,U5M435_ECOLI Probable endonuclease 4 OS=Escherichia coli C321.deltaA GN=nfo PE=3 SV=1,1,4,0.68479,0.9,1.1,0.74313,0.9,1.1,0.08164,0.7,1.5,0.82859,1.1,0.9,0.45129,0.8,1.3,0.18980,0.7,1.4,7.40E+09,6.87E+09,6.50E+09,1.10E+10,4.51E+09,4.52E+09,8.44E+09,5.05E+09,6.60E+09,3.20E+09,5.56E+09,5.30E+09
U5M1F0,U5M1F0_ECOLI Ribonucleoside-diphosphate reductase subunit beta OS=Escherichia coli C321.deltaA GN=nrdF PE=3 SV=1,1,7,0.68500,1.5,0.7,0.76588,0.9,1.1,0.85875,0.9,1.1,0.63352,0.6,1.6,0.65376,0.6,1.5,0.94676,1.0,1.0,3.21E+09,5.09E+09,3.80E+09,2.09E+10,1.11E+09,8.43E+09,4.20E+09,2.53E+09,4.69E+09,5.14E+09,4.42E+09,2.34E+09
U5M8T5,U5M8T5_ECOLI DNA-binding response regulator in two-component regulatory system with CpxA OS=Escherichia coli C321.deltaA GN=cpxR PE=4 SV=1,1,8,0.68587,1.2,0.9,0.79068,1.1,0.9,0.42430,0.7,1.4,0.66609,0.9,1.1,0.09969,0.6,1.7,0.11583,0.6,1.6,1.46E+10,4.44E+10,3.34E+10,3.55E+10,2.66E+10,3.61E+10,2.70E+10,3.31E+10,3.24E+10,2.59E+10,2.26E+10,1.28E+10
U5M1A1,U5M1A1_ECOLI Pseudouridine synthase OS=Escherichia coli C321.deltaA GN=rluD PE=3 SV=1,1,8,0.68616,0.9,1.1,0.82200,1.2,0.9,0.96312,1.0,1.0,0.68196,1.3,0.8,0.68197,1.2,0.9,0.84439,0.9,1.1,8.93E+09,1.80E+10,1.54E+10,8.08E+09,1.46E+10,1.45E+10,5.49E+09,4.41E+10,1.63E+10,1.41E+10,2.12E+10,8.73E+09
U5M637,U5M637_ECOLI Replicative DNA helicase OS=Escherichia coli C321.deltaA GN=dnaB PE=4 SV=1,1,2,0.68718,0.7,1.5,0.72117,1.5,0.7,0.74448,0.6,1.7,0.07553,2.2,0.5,0.93013,0.9,1.1,0.48929,0.4,2.4,8.03E+07,2.09E+09,4.02E+08,2.46E+08,2.94E+08,2.73E+08,1.09E+09,5.48E+08,3.55E+08,1.44E+09,3.35E+08,2.98E+07
U5LY74,U5LY74_ECOLI UPF0227 protein ycfP OS=Escherichia coli C321.deltaA GN=ycfP PE=3 SV=1,1,10,0.68813,1.3,0.8,0.83500,1.1,0.9,0.67531,0.7,1.3,0.63878,0.9,1.1,0.27952,0.6,1.7,0.40209,0.7,1.5,1.54E+10,7.42E+10,6.87E+10,6.49E+10,4.95E+10,4.80E+10,3.84E+10,6.92E+10,4.24E+10,5.61E+10,3.96E+10,1.46E+10
U5LWK3,U5LWK3_ECOLI 2-dehydropantoate 2-reductase OS=Escherichia coli C321.deltaA GN=panE PE=3 SV=1,1,4,0.68895,1.0,1.0,0.41982,1.1,0.9,0.02518,0.1,6.8,0.20298,1.1,0.9,0.02587,0.2,6.6,0.02147,0.1,7.6,4.71E+09,5.75E+09,6.03E+09,5.46E+09,5.13E+09,5.27E+09,5.18E+09,6.11E+09,7.07E+09,2.69E+08,1.37E+09,1.39E+09
U5LYJ2,U5LYJ2_ECOLI Oligopeptide transporter subunit OS=Escherichia coli C321.deltaA GN=oppD PE=3 SV=1,1,4,0.68897,1.5,0.7,0.54631,1.9,0.5,0.58573,0.5,2.1,0.54298,1.2,0.8,0.25373,0.3,3.2,0.18162,0.3,4.0,8.09E+08,1.38E+10,1.39E+10,1.37E+10,7.08E+09,5.66E+09,7.26E+09,1.26E+10,1.13E+10,4.55E+09,7.40E+09,4.87E+08
U5LW93,U5LW93_ECOLI YaiL OS=Escherichia coli C321.deltaA GN=yaiL PE=4 SV=1,1,5,0.68908,0.7,1.4,0.69185,0.7,1.4,0.68188,0.9,1.1,0.98045,1.0,1.0,0.78852,1.2,0.8,0.78298,1.3,0.8,4.77E+09,1.05E+10,7.68E+09,1.30E+10,1.38E+09,8.43E+09,1.30E+10,1.15E+09,9.33E+09,8.10E+09,5.82E+09,5.84E+09
U5M9Q3,U5M9Q3_ECOLI D-alanine/D-serine/glycine transporter OS=Escherichia coli C321.deltaA GN=cycA PE=4 SV=1,1,3,0.68922,0.8,1.2,0.64198,0.8,1.2,0.04074,2.1,0.5,0.97341,1.0,1.0,0.14006,2.6,0.4,0.08895,2.5,0.4,1.18E+10,1.75E+10,1.59E+10,6.97E+09,3.04E+10,8.39E+09,1.36E+10,2.15E+10,6.48E+09,2.34E+10,4.73E+10,2.67E+10
U5LVU0,U5LVU0_ECOLI UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase OS=Escherichia coli C321.deltaA GN=lpxD PE=3 SV=1,1,7,0.69236,0.9,1.2,0.60607,1.1,0.9,0.02868,0.6,1.7,0.52088,1.3,0.8,0.31209,0.7,1.5,0.00694,0.5,1.9,1.72E+10,2.45E+10,2.64E+10,3.69E+10,1.42E+10,1.35E+10,2.19E+10,2.84E+10,2.31E+10,1.14E+10,1.55E+10,1.23E+10
U5M3I9,"U5M3I9_ECOLI 1,4-alpha-glucan branching enzyme GlgB OS=Escherichia coli C321.deltaA GN=glgB PE=3 SV=1",2,12,0.69683,1.3,0.8,0.32760,1.8,0.5,0.38706,1.8,0.6,0.65785,1.4,0.7,0.69583,1.4,0.7,0.97452,1.0,1.0,9.78E+09,2.14E+10,1.55E+10,2.91E+10,6.38E+09,3.70E+10,3.57E+10,1.04E+10,5.30E+10,4.21E+10,4.93E+10,8.82E+09
U5M204,U5M204_ECOLI Phosphoribosylformylglycinamidine synthase OS=Escherichia coli C321.deltaA GN=purL PE=3 SV=1,1,38,0.69801,0.9,1.1,0.78814,0.9,1.1,0.71587,1.1,0.9,0.83882,1.0,1.0,0.25362,1.2,0.8,0.24666,1.2,0.8,6.16E+10,1.37E+11,1.16E+11,9.00E+10,1.14E+11,6.65E+10,7.46E+10,1.13E+11,9.19E+10,1.20E+11,1.07E+11,1.02E+11
U5M028,U5M028_ECOLI Glutamine transporter subunit OS=Escherichia coli C321.deltaA GN=glnH PE=3 SV=1,1,16,0.69938,1.1,0.9,0.80131,1.1,0.9,0.00031,3.9,0.3,0.94384,1.0,1.0,0.00424,3.6,0.3,0.04782,3.4,0.3,8.49E+10,9.70E+10,8.75E+10,8.71E+10,1.40E+11,7.51E+10,5.58E+10,2.29E+11,7.95E+10,2.85E+11,4.14E+11,3.49E+11
U5LYL5,U5LYL5_ECOLI Sigma factor-binding protein Crl OS=Escherichia coli C321.deltaA GN=crl PE=3 SV=1,1,7,0.69975,0.9,1.1,0.75795,0.8,1.2,0.95085,1.0,1.0,0.90205,0.9,1.1,0.31977,1.2,0.9,0.69945,1.2,0.8,2.10E+10,5.32E+10,4.90E+10,3.79E+10,3.05E+10,3.24E+10,6.30E+10,1.19E+10,4.11E+10,4.85E+10,3.47E+10,3.45E+10
U5M0T6,U5M0T6_ECOLI Sulfurtransferase OS=Escherichia coli C321.deltaA GN=tusE PE=3 SV=1,1,1,0.70007,1.1,0.9,0.97396,1.0,1.0,0.49970,0.9,1.1,0.76068,0.9,1.1,0.45173,0.8,1.2,0.69754,0.9,1.1,2.27E+09,2.02E+09,1.84E+09,2.93E+09,2.24E+09,1.61E+09,2.49E+09,1.40E+09,2.37E+09,1.46E+09,2.07E+09,2.08E+09
U5M288,U5M288_ECOLI Ribosomal RNA small subunit methyltransferase E OS=Escherichia coli C321.deltaA GN=rsmE PE=3 SV=1,1,2,0.70094,1.2,0.8,0.19228,2.3,0.4,0.73776,0.8,1.2,0.01486,1.9,0.5,0.16607,0.7,1.5,0.01536,0.4,2.8,4.20E+08,2.48E+09,1.38E+09,1.52E+09,1.58E+09,1.15E+09,2.08E+09,2.83E+09,2.99E+09,1.15E+09,1.16E+09,5.79E+08
U5M8G3,U5M8G3_ECOLI HTH-type transcriptional repressor FabR OS=Escherichia coli C321.deltaA GN=fabR PE=3 SV=1,1,3,0.70190,1.3,0.8,0.74752,1.2,0.8,0.90200,1.1,0.9,0.87609,1.0,1.0,0.31116,0.9,1.2,0.56804,0.9,1.1,6.83E+08,3.74E+09,3.50E+09,3.01E+09,2.51E+09,2.37E+09,2.16E+09,3.55E+09,2.14E+09,2.30E+09,2.68E+09,1.81E+09
U5M210,U5M210_ECOLI YfgI OS=Escherichia coli C321.deltaA GN=yfgI PE=4 SV=1,1,1,0.70306,0.8,1.3,0.13683,0.0,78040.6,0.95330,1.1,0.9,0.14342,0.0,58654.4,0.67927,1.4,0.7,0.13576,82680.1,0.0,1.02E+08,2.71E+07,1.25E+07,3.32E+07,3.51E+07,1.26E+07,1.00E+00,1.00E+00,7.28E+07,1.27E+07,2.46E+07,1.32E+08
U5LUI8,"U5LUI8_ECOLI Nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP OS=Escherichia coli C321.deltaA GN=mutT PE=3 SV=1",1,1,0.70400,1.3,0.8,0.43350,1.2,0.8,0.00287,1.7,0.6,0.94230,1.0,1.1,0.68317,1.3,0.8,0.23288,1.4,0.7,8.19E+08,9.67E+08,7.85E+08,3.69E+09,7.56E+08,4.78E+08,1.46E+09,6.82E+08,1.15E+09,1.60E+09,1.36E+09,1.39E+09
U5LVL6,"U5LVL6_ECOLI DnaK co-chaperone, thioredoxin-like protein OS=Escherichia coli C321.deltaA GN=ybbN PE=4 SV=1",1,8,0.70437,1.1,0.9,0.00098,1.9,0.5,0.07014,0.8,1.3,0.02430,1.8,0.6,0.13797,0.7,1.4,0.00189,0.4,2.5,1.20E+10,1.22E+10,1.09E+10,1.17E+10,1.65E+10,9.93E+09,2.18E+10,1.99E+10,2.49E+10,7.75E+09,8.14E+09,1.10E+10
U5LW60,"U5LW60_ECOLI Cytochrome d terminal oxidase, subunit I OS=Escherichia coli C321.deltaA GN=cydA PE=4 SV=1",1,9,0.70471,0.9,1.1,0.23533,0.8,1.3,0.00054,0.3,3.8,0.42739,0.8,1.2,0.00145,0.3,3.5,0.00305,0.3,3.0,7.88E+10,1.04E+11,1.04E+11,1.14E+11,8.43E+10,7.28E+10,5.83E+10,7.54E+10,9.54E+10,2.10E+10,2.85E+10,2.68E+10
U5M3T0,"U5M3T0_ECOLI Acetyl-CoA carboxylase, biotin carboxylase subunit OS=Escherichia coli C321.deltaA GN=accC PE=4 SV=1",1,25,0.70476,1.1,0.9,0.13115,1.9,0.5,0.41207,1.5,0.7,0.00916,1.6,0.6,0.42062,1.3,0.8,0.40505,0.8,1.3,1.16E+10,3.32E+10,2.86E+10,2.99E+10,2.24E+10,2.48E+10,3.69E+10,4.48E+10,4.46E+10,4.01E+10,4.47E+10,1.94E+10
U5LYP2,U5LYP2_ECOLI Acyl-CoA esterase OS=Escherichia coli C321.deltaA GN=yciA PE=4 SV=1,1,1,0.70522,0.9,1.1,0.23907,1.7,0.6,0.02331,2.0,0.5,0.14360,1.9,0.5,0.00009,2.2,0.5,0.65529,1.2,0.8,1.83E+09,3.53E+09,2.26E+09,2.21E+09,2.35E+09,2.21E+09,6.25E+09,2.13E+09,5.59E+09,5.20E+09,5.19E+09,4.54E+09
